variant,frame,episode_id,progress,planner_phase,total_energy,sensitive_energy,null_energy,sensitive_ratio
original_P0_raw,episode_000005_000004,episode_000005,4,alignment,265.5834121664462,61.56153827238753,258.35000643218456,0.2317973768399577
original_P0_raw,episode_000005_000005,episode_000005,5,alignment,277.0916752773172,80.0702661671745,265.27070886908723,0.28896669698589483
original_P0_raw,episode_000005_000006,episode_000005,6,alignment,270.6701607151605,79.59602324320662,258.70216269957564,0.2940701813339869
original_P0_raw,episode_000005_000007,episode_000005,7,alignment,283.0566733104898,92.63717350670912,267.4685671070327,0.32727429607389535
original_P0_raw,episode_000005_000008,episode_000005,8,alignment,274.21456017898373,77.01636223110656,263.17694610820394,0.28086168065195694
original_P0_raw,episode_000005_000009,episode_000005,9,alignment,269.44978218537705,82.97266814968674,256.3566294439625,0.30793369909871704
original_P0_raw,episode_000005_000010,episode_000005,10,alignment,288.4843477237874,93.13827763345927,273.0356755464233,0.32285383372908527
original_P0_raw,episode_000005_000011,episode_000005,11,alignment,289.5344817012424,98.11760608949676,272.4025540799377,0.33888055582526405
original_P0_raw,episode_000005_000012,episode_000005,12,alignment,310.79761785232927,108.02180467979848,291.4214284784185,0.34756316803922027
original_P0_raw,episode_000005_000013,episode_000005,13,alignment,317.78041475440835,107.96375604046422,298.87826850261115,0.3397432661918524
original_P0_raw,episode_000005_000014,episode_000005,14,alignment,313.1034771509963,107.68963678169858,294.00124070124315,0.3439426408214704
original_P0_raw,episode_000005_000015,episode_000005,15,alignment,312.06034369422224,106.16154425774846,293.44741373432856,0.3401955628228516
original_P0_raw,episode_000005_000016,episode_000005,16,alignment,316.1959658413251,108.57407497244232,296.970636693608,0.34337590197759654
original_P0_raw,episode_000005_000017,episode_000005,17,descent_to_grasp,312.86777775107845,107.04317150064314,293.9864040903629,0.3421354933706469
original_P0_raw,episode_000005_000018,episode_000005,18,descent_to_grasp,312.3453891771075,113.35012567275787,291.0522137867512,0.3628999485837954
original_P0_raw,episode_000005_000019,episode_000005,19,descent_to_grasp,341.5183578881782,122.46932138794828,318.80409986920364,0.35860245447785816
original_P0_raw,episode_000005_000020,episode_000005,20,descent_to_grasp,321.5484780637618,116.48752505274783,299.70665700348894,0.3622704910755286
original_P0_raw,episode_000005_000021,episode_000005,21,descent_to_grasp,307.3605861477684,80.48969220691714,296.63435297607646,0.26187382453851926
original_P0_raw,episode_000005_000022,episode_000005,22,descent_to_grasp,313.4483810653773,118.85924874218875,290.0385605069583,0.3791987961086255
original_P0_raw,episode_000005_000023,episode_000005,23,descent_to_grasp,335.36319334611323,136.01441699035064,306.54290045942594,0.40557347881040806
original_P0_raw,episode_000005_000024,episode_000005,24,descent_to_grasp,335.5821343159063,131.67931954800792,308.6679861524233,0.39239073264862556
original_P0_raw,episode_000005_000025,episode_000005,25,grasp_close,275.49866824069915,55.47263254895191,269.85607875400507,0.20135354157315302
original_P0_raw,episode_000005_000026,episode_000005,26,grasp_close,267.28350299255186,50.621589656699825,262.44604327861026,0.18939286970550687
original_P0_raw,episode_000005_000027,episode_000005,27,grasp_close,265.68834588168886,49.58295658119745,261.0207416164758,0.1866207432495995
original_P0_raw,episode_000005_000028,episode_000005,28,grasp_close,250.44653149985805,50.661272575341854,245.2690371843872,0.2022837859719793
original_P0_raw,episode_000005_000029,episode_000005,29,grasp_close,248.82648553884377,49.18800914341787,243.9162964258835,0.197679957729979
original_P0_raw,episode_000005_000030,episode_000005,30,grasp_close,247.8409308253455,48.92283584859628,242.964365957037,0.19739611082671568
original_P0_raw,episode_000005_000031,episode_000005,31,grasp_close,249.6624300429015,49.69387860869925,244.6668089540356,0.19904427991091794
original_P0_raw,episode_000005_000032,episode_000005,32,grasp_close,247.84809854351002,51.22975675017875,242.49575661225697,0.2066982036627782
original_P0_raw,episode_000005_000033,episode_000005,33,grasp_close,249.68740017785285,49.59661875828451,244.7120209865478,0.19863484790564814
